MINISTERIO DE DEFENSA NACIONAL;;;;;;;
POLICÍA NACIONAL;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;;;;;;;
GRUPO DE INFORMACIÓN DE CRIMINALIDAD;;;;;;;
VIOLENCIA INTRAFAMILIAR ;;;;;;;
PERÍODO DEL 01 DE ENERO AL 28 DE FEBRERO DEL 2023;;;;;;;
ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO ;FECHA ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
ARMA BLANCA / CORTOPUNZANTE;CALDAS;PENSILVANIA;08/02/2023;MASCULINO;ADULTOS;17541000;1
ARMA BLANCA / CORTOPUNZANTE;CALDAS;RIOSUCIO;01/01/2023;FEMENINO;ADULTOS;17614000;1
ARMA BLANCA / CORTOPUNZANTE;CALDAS;SAMANÁ;01/01/2023;MASCULINO;ADULTOS;17662000;1
ARMA BLANCA / CORTOPUNZANTE;CAQUETÁ;FLORENCIA (CT);26/01/2023;FEMENINO;ADULTOS;18001000;1
ARMA BLANCA / CORTOPUNZANTE;CAQUETÁ;PUERTO RICO;09/01/2023;FEMENINO;ADOLESCENTES;18592000;1
ARMA BLANCA / CORTOPUNZANTE;CASANARE;PAZ DE ARIPORO;14/01/2023;FEMENINO;ADULTOS;85250000;1
ARMA BLANCA / CORTOPUNZANTE;CASANARE;YOPAL (CT);27/01/2023;MASCULINO;ADULTOS;85001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);22/01/2023;FEMENINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);22/01/2023;MASCULINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);26/01/2023;MASCULINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);27/01/2023;MASCULINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);31/01/2023;MASCULINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);02/02/2023;MASCULINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);05/02/2023;MASCULINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);06/02/2023;FEMENINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);11/02/2023;MASCULINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);13/02/2023;MASCULINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CAUCA;POPAYÁN (CT);14/02/2023;FEMENINO;ADULTOS;19001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;BECERRIL;26/01/2023;FEMENINO;ADULTOS;20045000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;BOSCONIA;03/01/2023;FEMENINO;ADULTOS;20060000;2
ARMA BLANCA / CORTOPUNZANTE;CESAR;LA PAZ;29/01/2023;FEMENINO;ADULTOS;20621000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);01/01/2023;FEMENINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);11/01/2023;FEMENINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);14/01/2023;MASCULINO;ADOLESCENTES;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);14/01/2023;MASCULINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);28/01/2023;FEMENINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);06/02/2023;FEMENINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);13/02/2023;FEMENINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);23/02/2023;FEMENINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);25/02/2023;FEMENINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CESAR;VALLEDUPAR (CT);26/02/2023;FEMENINO;ADULTOS;20001000;1
ARMA BLANCA / CORTOPUNZANTE;CHOCÓ;EL CARMEN DE ATRATO;15/01/2023;FEMENINO;ADULTOS;27245000;1
ARMA BLANCA / CORTOPUNZANTE;CÓRDOBA;CERETÉ;27/01/2023;MASCULINO;ADULTOS;23162000;2
ARMA BLANCA / CORTOPUNZANTE;CÓRDOBA;MONTERÍA (CT);24/01/2023;FEMENINO;ADULTOS;23001000;1
ARMA BLANCA / CORTOPUNZANTE;CÓRDOBA;MONTERÍA (CT);05/02/2023;MASCULINO;ADULTOS;23001000;2
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);02/01/2023;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);02/01/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);03/01/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);10/01/2023;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2023;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/01/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);29/01/2023;FEMENINO;ADULTOS;11001000;3
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);29/01/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);04/02/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);06/02/2023;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);06/02/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);08/02/2023;FEMENINO;ADULTOS;11001000;2
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/02/2023;FEMENINO;ADULTOS;11001000;2
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/02/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/02/2023;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/02/2023;MASCULINO;ADOLESCENTES;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/02/2023;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/02/2023;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/02/2023;MASCULINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;06/02/2023;FEMENINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;LA PLATA;24/01/2023;FEMENINO;ADULTOS;41396000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;LA PLATA;24/01/2023;MASCULINO;ADULTOS;41396000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);08/01/2023;FEMENINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);19/02/2023;FEMENINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;EL BANCO;28/01/2023;FEMENINO;ADULTOS;47245000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);15/01/2023;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);22/01/2023;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);25/01/2023;FEMENINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);19/02/2023;FEMENINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;META;GRANADA;29/01/2023;FEMENINO;ADULTOS;50313000;1
ARMA BLANCA / CORTOPUNZANTE;META;GUAMAL;26/01/2023;FEMENINO;ADULTOS;50318000;1
ARMA BLANCA / CORTOPUNZANTE;META;LA MACARENA;16/01/2023;MASCULINO;ADULTOS;50350000;1
ARMA BLANCA / CORTOPUNZANTE;META;PUERTO GAITÁN;23/01/2023;FEMENINO;ADULTOS;50568000;1
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;BARBACOAS;17/02/2023;FEMENINO;ADOLESCENTES;52079000;1
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;BARBACOAS;17/02/2023;FEMENINO;ADULTOS;52079000;3
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;BARBACOAS;17/02/2023;MASCULINO;ADULTOS;52079000;3
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;IPIALES;14/01/2023;MASCULINO;ADULTOS;52356000;1
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;PASTO (CT);01/01/2023;FEMENINO;ADULTOS;52001000;1
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;PASTO (CT);05/02/2023;FEMENINO;ADULTOS;52001000;1
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;SANDONÁ;05/02/2023;FEMENINO;ADULTOS;52683000;1
ARMA BLANCA / CORTOPUNZANTE;NARIÑO;TÚQUERRES;28/01/2023;FEMENINO;ADULTOS;52838000;1
ARMA BLANCA / CORTOPUNZANTE;NORTE DE SANTANDER;CÚCUTA (CT);17/01/2023;FEMENINO;ADULTOS;54001000;3
ARMA BLANCA / CORTOPUNZANTE;NORTE DE SANTANDER;CÚCUTA (CT);25/01/2023;FEMENINO;ADULTOS;54001000;1
ARMA BLANCA / CORTOPUNZANTE;NORTE DE SANTANDER;CÚCUTA (CT);08/02/2023;FEMENINO;ADULTOS;54001000;1
ARMA BLANCA / CORTOPUNZANTE;NORTE DE SANTANDER;CÚCUTA (CT);13/02/2023;FEMENINO;ADULTOS;54001000;1
ARMA BLANCA / CORTOPUNZANTE;NORTE DE SANTANDER;OCAÑA;18/01/2023;FEMENINO;ADULTOS;54498000;1
ARMA BLANCA / CORTOPUNZANTE;NORTE DE SANTANDER;PAMPLONA;10/02/2023;FEMENINO;ADULTOS;54518000;1
ARMA BLANCA / CORTOPUNZANTE;PUTUMAYO;PUERTO ASÍS;01/01/2023;FEMENINO;ADULTOS;86568000;1
ARMA BLANCA / CORTOPUNZANTE;QUINDÍO;ARMENIA (CT);21/01/2023;FEMENINO;ADULTOS;63001000;2
ARMA BLANCA / CORTOPUNZANTE;QUINDÍO;ARMENIA (CT);21/01/2023;MASCULINO;ADULTOS;63001000;1
ARMA BLANCA / CORTOPUNZANTE;RISARALDA;LA VIRGINIA;01/02/2023;MASCULINO;ADULTOS;66400000;1
ARMA BLANCA / CORTOPUNZANTE;RISARALDA;PEREIRA (CT);07/01/2023;FEMENINO;ADOLESCENTES;66001000;1
ARMA BLANCA / CORTOPUNZANTE;RISARALDA;PEREIRA (CT);19/02/2023;FEMENINO;ADULTOS;66001000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BARRANCABERMEJA;03/01/2023;FEMENINO;ADULTOS;68081000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BARRANCABERMEJA;05/01/2023;FEMENINO;ADULTOS;68081000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BARRANCABERMEJA;08/01/2023;FEMENINO;ADULTOS;68081000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BARRANCABERMEJA;11/02/2023;FEMENINO;ADULTOS;68081000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BARRANCABERMEJA;11/02/2023;MASCULINO;ADULTOS;68081000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BUCARAMANGA (CT);22/01/2023;MASCULINO;ADULTOS;68001000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BUCARAMANGA (CT);07/02/2023;MASCULINO;ADULTOS;68001000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BUCARAMANGA (CT);23/02/2023;FEMENINO;ADOLESCENTES;68001000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;BUCARAMANGA (CT);24/02/2023;FEMENINO;ADULTOS;68001000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;GIRÓN;19/01/2023;FEMENINO;ADULTOS;68307000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;LANDÁZURI;18/02/2023;FEMENINO;ADULTOS;68385000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;MOLAGAVITA;14/02/2023;FEMENINO;ADULTOS;68468000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;RIONEGRO;12/01/2023;FEMENINO;ADULTOS;68615000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;SOCORRO;28/01/2023;FEMENINO;ADULTOS;68755000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;SOCORRO;28/01/2023;MASCULINO;ADULTOS;68755000;1
ARMA BLANCA / CORTOPUNZANTE;SANTANDER;TONA;01/01/2023;MASCULINO;MENORES;68820000;1
ARMA BLANCA / CORTOPUNZANTE;SUCRE;SANTIAGO DE TOLÚ;03/01/2023;FEMENINO;ADULTOS;70820000;1
ARMA BLANCA / CORTOPUNZANTE;SUCRE;SINCELEJO (CT);02/01/2023;FEMENINO;ADULTOS;70001000;1
ARMA BLANCA / CORTOPUNZANTE;SUCRE;SINCELEJO (CT);02/02/2023;FEMENINO;ADULTOS;70001000;1
ARMA BLANCA / CORTOPUNZANTE;TOLIMA;ESPINAL;28/01/2023;MASCULINO;ADULTOS;73268000;1
ARMA BLANCA / CORTOPUNZANTE;TOLIMA;GUAMO;16/02/2023;MASCULINO;ADULTOS;73319000;1
ARMA BLANCA / CORTOPUNZANTE;TOLIMA;IBAGUÉ (CT);14/01/2023;FEMENINO;ADULTOS;73001000;1
ARMA BLANCA / CORTOPUNZANTE;TOLIMA;IBAGUÉ (CT);22/01/2023;FEMENINO;ADULTOS;73001000;1
ARMA BLANCA / CORTOPUNZANTE;TOLIMA;IBAGUÉ (CT);13/02/2023;FEMENINO;ADULTOS;73001000;1
ARMA BLANCA / CORTOPUNZANTE;TOLIMA;NATAGAIMA;19/02/2023;FEMENINO;ADULTOS;73483000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;ANDALUCÍA;18/02/2023;FEMENINO;ADULTOS;76036000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;BUENAVENTURA;29/01/2023;FEMENINO;ADULTOS;76109000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);14/01/2023;FEMENINO;ADULTOS;76001000;2
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);15/01/2023;FEMENINO;ADULTOS;76001000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);23/01/2023;FEMENINO;ADULTOS;76001000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);04/02/2023;FEMENINO;ADULTOS;76001000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);04/02/2023;MASCULINO;ADULTOS;76001000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);05/02/2023;FEMENINO;ADULTOS;76001000;2
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);12/02/2023;FEMENINO;ADULTOS;76001000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);26/02/2023;MASCULINO;ADULTOS;76001000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;GUADALAJARA DE BUGA;16/02/2023;FEMENINO;ADULTOS;76111000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;PALMIRA;18/02/2023;FEMENINO;ADULTOS;76520000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;YUMBO;20/01/2023;MASCULINO;ADULTOS;76892000;1
ARMA BLANCA / CORTOPUNZANTE;VAUPÉS;MITÚ (CT);10/02/2023;FEMENINO;ADOLESCENTES;97001000;1
ARMA DE FUEGO;ANTIOQUIA;TURBO;09/01/2023;FEMENINO;ADULTOS;05837000;1
ARMA DE FUEGO;ATLÁNTICO;BARRANQUILLA (CT);15/01/2023;MASCULINO;ADULTOS;08001000;1
ARMA DE FUEGO;ATLÁNTICO;SOLEDAD;19/02/2023;FEMENINO;ADULTOS;08758000;1
ARMA DE FUEGO;BOYACÁ;PAUNA;10/02/2023;FEMENINO;ADULTOS;15531000;2
ARMA DE FUEGO;BOYACÁ;PAUNA;10/02/2023;MASCULINO;ADOLESCENTES;15531000;1
ARMA DE FUEGO;BOYACÁ;SAMACÁ;11/02/2023;FEMENINO;ADULTOS;15646000;1
ARMA DE FUEGO;CALDAS;PÁCORA;12/02/2023;FEMENINO;ADULTOS;17513000;1
ARMA DE FUEGO;CESAR;VALLEDUPAR (CT);14/01/2023;FEMENINO;ADULTOS;20001000;1
ARMA DE FUEGO;CESAR;VALLEDUPAR (CT);24/01/2023;FEMENINO;ADULTOS;20001000;1
ARMA DE FUEGO;CESAR;VALLEDUPAR (CT);15/02/2023;FEMENINO;ADULTOS;20001000;1
ARMA DE FUEGO;CESAR;VALLEDUPAR (CT);21/02/2023;FEMENINO;ADULTOS;20001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/02/2023;FEMENINO;ADULTOS;11001000;1
